resid,lipid_type,mean_heads,mean_tails,std_heads,std_tails,ratio_heads_tails,ratio_std_heads_tails,corr_heads_tails,min_heads,max_heads,range_heads,min_tails,max_tails,range_tails,target
163,DPSM,1.7269143518819408e-05,1.6340292441426956e-05,2.1457513923012925e-05,2.3582281208704515e-05,1.0568442138182037,0.9098998410337287,0.9234913335857223,0.0,0.000160842888527365,0.000160842888527365,0.0,0.00018526092360704005,0.00018526092360704005,0
164,DPSM,1.7173682284185285e-05,1.630398983136484e-05,2.122148443750657e-05,2.3520153709615408e-05,1.0533423083438984,0.9022681016251562,0.9227105275619655,0.0,0.0001610084309049985,0.0001610084309049985,0.0,0.00018216162261220088,0.00018216162261220088,0
165,DPSM,1.7292360227422933e-05,1.6313133107082557e-05,2.1429673986773087e-05,2.3541817162849567e-05,1.06002691904201,0.9102812173985629,0.9231526816766674,0.0,0.00016032139720314204,0.00016032139720314204,0.0,0.00018890540079275232,0.00018890540079275232,0
166,DPSM,1.725873689371079e-05,1.625642020881024e-05,2.1413066060657436e-05,2.343165059185955e-05,1.061656666844607,0.9138522263598708,0.9226331188350251,0.0,0.00016257923246626275,0.00016257923246626275,0.0,0.0001837423914463266,0.0001837423914463266,0
168,DPSM,1.7433734281418266e-05,1.6595863183304327e-05,2.1718486216414015e-05,2.3915782738838593e-05,1.0504867441277081,0.9081235790432137,0.9255839777703189,0.0,0.0001610084309049985,0.0001610084309049985,0.0,0.00019300543762667863,0.00019300543762667863,0
169,DPSM,1.7260169285442737e-05,1.646857057162838e-05,2.1375909295349717e-05,2.3744456522801636e-05,1.0480672387668002,0.9002484127115136,0.9238094527110935,0.0,0.00015793436086081238,0.00015793436086081238,0.0,0.0001881461347123956,0.0001881461347123956,0
170,DPSM,1.7246042805218412e-05,1.6356143694027763e-05,2.1396561155913772e-05,2.3605117238205894e-05,1.054407635921882,0.9064374025341642,0.9224062406207849,0.0,0.0001645298315308576,0.0001645298315308576,0.0,0.00018362997546354727,0.00018362997546354727,0
171,DPSM,1.7229165381206116e-05,1.6345765704865212e-05,2.1320779298608804e-05,2.35401697302257e-05,1.0540445576115143,0.9057190131995019,0.922698614279218,0.0,0.00015673879614832323,0.00015673879614832323,0.0,0.00018580556226103275,0.00018580556226103275,0
172,DPSM,1.7243706248297156e-05,1.6363921472096756e-05,2.1364249928262152e-05,2.3571713772458624e-05,1.0537636884716528,0.9063511518294571,0.9229561395469823,0.0,0.0001606731070029074,0.0001606731070029074,0.0,0.00018497796548935246,0.00018497796548935246,0
174,DPSM,1.7324744264738356e-05,1.6410660683629134e-05,2.149763771823873e-05,2.3665838306820057e-05,1.0557005960168984,0.9083826839146243,0.9233796558623465,0.0,0.00016547244565947894,0.00016547244565947894,0.0,0.00018513390646652473,0.00018513390646652473,0
175,DPSM,1.7171266778046477e-05,1.6233443854323292e-05,2.1233249206176262e-05,2.341339029354558e-05,1.05777103935179,0.9068848611826061,0.9219098220582959,0.0,0.00015812397320241205,0.00015812397320241205,0.0,0.00018617204290346812,0.00018617204290346812,0
177,DPSM,1.719148091317796e-05,1.61740135446817e-05,2.1277476558711536e-05,2.3337204977814277e-05,1.062907537803492,0.9117405695728842,0.9220878136054274,0.0,0.00015914706176158456,0.00015914706176158456,0.0,0.00018147009914160867,0.00018147009914160867,0
178,DPSM,1.7262702992873253e-05,1.6255110677857473e-05,2.1410243465515757e-05,2.344551828397735e-05,1.0619861860669033,0.9131913061673498,0.9234741204248895,0.0,0.0001611695859419924,0.0001611695859419924,0.0,0.00018543469266712022,0.00018543469266712022,0
179,DPSM,1.7272135412897912e-05,1.6310368980014004e-05,2.1436164722334103e-05,2.3566821726364237e-05,1.0589665650153233,0.9095908209953247,0.9230280867014283,0.0,0.0001620424800739549,0.0001620424800739549,0.0,0.0001851339064665206,0.0001851339064665206,0
180,DPSM,1.718981516977304e-05,1.6354183580697972e-05,2.123279063317521e-05,2.3595743443517774e-05,1.0510958914550355,0.8998568188368858,0.9217646486826673,0.0,0.00016286980004840527,0.00016286980004840527,0.0,0.00018277496140887495,0.00018277496140887495,0
181,DPSM,1.7176060594956857e-05,1.6227955670975738e-05,2.1253983858246173e-05,2.3426240323352363e-05,1.0584241751212593,0.9072725100091804,0.9224340073291861,0.0,0.0001589994170256187,0.0001589994170256187,0.0,0.00018176829963739507,0.00018176829963739507,0
182,DPSM,1.7241629419189318e-05,1.626845008716147e-05,2.13596931889009e-05,2.3436608871941608e-05,1.059820039820256,0.9113815614541744,0.922573720244043,0.0,0.0001614737731908511,0.0001614737731908511,0.0,0.00018257722376146306,0.00018257722376146306,0
183,DPSM,1.7283839889356756e-05,1.6352655875946804e-05,2.1419829454766674e-05,2.3558456239359657e-05,1.0569439007629113,0.9092204190773787,0.9233735214908514,0.0,0.00016843288773884325,0.00016843288773884325,0.0,0.0001846827271656315,0.0001846827271656315,0
184,DPSM,1.7107983914801163e-05,1.6320543995130822e-05,2.11615440636304e-05,2.350488116953352e-05,1.0482483868126744,0.9003042351500803,0.9232662060712552,0.0,0.0001623577456458022,0.0001623577456458022,0.0,0.00018438194096503601,0.00018438194096503601,0
186,DPSM,1.725252279266698e-05,1.6240785009497087e-05,2.1388625990276043e-05,2.3401416141281446e-05,1.0622961133084552,0.913988532195933,0.9220309602842883,0.0,0.00016398887899054038,0.00016398887899054038,0.0,0.00018224428898436297,0.00018224428898436297,0
188,DPSM,1.7220974536775386e-05,1.6304842851658155e-05,2.1293421691932442e-05,2.3541286787978758e-05,1.0561877040737049,0.9045139241413864,0.9223956427882162,0.0,0.00015481653888083324,0.00015481653888083324,0.0,0.00018430830840056016,0.00018430830840056016,0
189,DPSM,1.7262889073706595e-05,1.631153100104971e-05,2.1428213453023935e-05,2.3526027565703285e-05,1.0583242659806527,0.9108300750383551,0.9229705007387814,0.0,0.00015715594552387238,0.00015715594552387238,0.0,0.0001823149573113694,0.0001823149573113694,0
191,DPSM,1.7253112732686876e-05,1.6259533847137e-05,2.1401104904074807e-05,2.3468987762100564e-05,1.061107464389259,0.9118887069614001,0.9220847083568523,0.0,0.0001574779031704632,0.0001574779031704632,0.0,0.00018750877991509222,0.00018750877991509222,0
192,DPSM,1.7254806507049487e-05,1.6462319045475283e-05,2.13750378759877e-05,2.375463609200139e-05,1.0481394789752918,0.8998259452682189,0.9234279219735242,0.0,0.00016210935029150838,0.00016210935029150838,0.0,0.00019566142348736691,0.00019566142348736691,0
193,DPSM,1.7216981675530618e-05,1.6388028420279703e-05,2.1359623123721e-05,2.364143385268399e-05,1.0505828543856508,0.9034825576493561,0.9232712964122088,0.0,0.0001558475407256499,0.0001558475407256499,0.0,0.00017986160212467308,0.00017986160212467308,0
194,DPSM,1.725895674347376e-05,1.6359251801597165e-05,2.1385002878299025e-05,2.3609902069462547e-05,1.0549967047874864,0.9057641499478626,0.9227037874120194,0.0,0.00016158602238360573,0.00016158602238360573,0.0,0.00018588587196801347,0.00018588587196801347,0
195,DPSM,1.733169300165101e-05,1.64576947398979e-05,2.154941262955951e-05,2.3750935381341594e-05,1.0531057523891425,0.9073079558158551,0.9246748960407954,0.0,0.00016295539545465324,0.00016295539545465324,0.0,0.00019072763938560844,0.00019072763938560844,0
196,DPSM,1.725939188057309e-05,1.636376776768481e-05,2.1416148858139082e-05,2.3603274964679553e-05,1.0547321451638394,0.907338023650814,0.9230391843949172,0.0,0.00016793442444463204,0.00016793442444463204,0.0,0.0001864757493356108,0.0001864757493356108,0
197,DPSM,1.723244430204798e-05,1.6265121312016077e-05,2.1381790285657482e-05,2.3485073982140665e-05,1.0594722271955808,0.9104416831693767,0.922680297021828,0.0,0.00016279577401442629,0.00016279577401442629,0.0,0.0001823536860526295,0.0001823536860526295,0
200,DPSM,1.7286506522074772e-05,1.636354988414357e-05,2.14615033958726e-05,2.3596734310031386e-05,1.0564032037342677,0.9095115923201686,0.9235938886014322,0.0,0.00015933016733404786,0.00015933016733404786,0.0,0.00018483312026592924,0.00018483312026592924,0
201,DPSM,1.729329835585009e-05,1.6410041231613827e-05,2.1461332123323106e-05,2.3697403548790745e-05,1.053824186775026,0.9056406571773242,0.9225585092497103,0.0,0.00015800477906723631,0.00015800477906723631,0.0,0.00019718842313071576,0.00019718842313071576,0
203,DPSM,1.731434911963957e-05,1.639444487668276e-05,2.149864009233394e-05,2.3647806475800694e-05,1.056110728351965,0.9091177278676548,0.9236152233591176,0.0,0.0001616394681167504,0.0001616394681167504,0.0,0.0001864757493356108,0.0001864757493356108,0
204,DPSM,1.727284005778541e-05,1.6291666896381113e-05,2.1435225830795162e-05,2.3533690685304112e-05,1.0602254617434048,0.9108314593503448,0.9227107740945923,0.0,0.000158977921807585,0.000158977921807585,0.0,0.00018328683179811257,0.00018328683179811257,0
205,DPSM,1.7250585888377492e-05,1.6390922772850465e-05,2.139847980850752e-05,2.3624641455482002e-05,1.0524475117990888,0.9057695054898744,0.9239967892753455,0.0,0.00015914706176158814,0.00015914706176158814,0.0,0.0001881281317892915,0.0001881281317892915,0
206,DPSM,1.7323333633032646e-05,1.6396743897672906e-05,2.151797677675864e-05,2.3653788586207285e-05,1.0565105938802426,0.9097052972438396,0.9240158805291119,0.0,0.00016398887899054038,0.00016398887899054038,0.0,0.00018769057506418156,0.00018769057506418156,0
207,DPSM,1.7244052935874372e-05,1.6349631921494348e-05,2.1332759388833884e-05,2.361769409093893e-05,1.0547058807607868,0.9032532687862328,0.9226090530152246,0.0,0.00015718662128017558,0.00015718662128017558,0.0,0.0001857354788677116,0.0001857354788677116,0
208,DPSM,1.7184009477819964e-05,1.6104091042848143e-05,2.126065034082709e-05,2.3214130649226086e-05,1.0670586394536943,0.9158495169206725,0.9220456989067165,0.0,0.00015678609810788587,0.00015678609810788587,0.0,0.00018393076166414276,0.00018393076166414276,0
210,DPSM,1.7323295822951848e-05,1.6453249695926594e-05,2.1452261909248596e-05,2.3747121217545853e-05,1.0528798956500767,0.9033626313154256,0.9224812793392267,0.0,0.00016158602238360213,0.00016158602238360213,0.0,0.00018604206967019887,0.00018604206967019887,0
211,DPSM,1.728869222150653e-05,1.641904791395685e-05,2.147148141513053e-05,2.3685739121506588e-05,1.0529655746244853,0.9065151526402857,0.9237155821855422,0.0,0.00016386831083535155,0.00016386831083535155,0.0,0.00018044342533788464,0.00018044342533788464,0
214,DPSM,1.726837346584081e-05,1.6383222379552397e-05,2.1412863144313884e-05,2.3649565121867274e-05,1.054027899138643,0.9054231244410811,0.9233587528924817,0.0,0.00016752322290693487,0.00016752322290693487,0.0,0.00019184424303451207,0.00019184424303451207,0
215,DPSM,1.7345829674142015e-05,1.648402095372118e-05,2.15096245984904e-05,2.375135504579049e-05,1.0522814623228374,0.9056167345830066,0.9235795586807163,0.0,0.00015929005724296043,0.00015929005724296043,0.0,0.00019695362124453356,0.00019695362124453356,0
217,DPSM,1.7304066049129923e-05,1.6314955877824854e-05,2.1464000948411746e-05,2.3577995505044814e-05,1.0606259789307466,0.9103403613686858,0.9217916300587066,0.0,0.0001588472762415107,0.0001588472762415107,0.0,0.00018591614621035082,0.00018591614621035082,0
220,DPSM,1.733822564894542e-05,1.6457392409867934e-05,2.156446294815039e-05,2.3737338707769704e-05,1.05352204147173,0.9084616946166721,0.9233236955545958,0.0,0.00016660705697744656,0.00016660705697744656,0.0,0.00019074836576563796,0.00019074836576563796,0
221,DPSM,1.7308836398338664e-05,1.6442105430523303e-05,2.144979111670108e-05,2.3727859894289178e-05,1.052714110822228,0.9039918143592721,0.9238007430392691,0.0,0.00015946028490105527,0.00015946028490105527,0.0,0.000184983513366227,0.000184983513366227,0
222,DPSM,1.7276667503868384e-05,1.6327117682958316e-05,2.14099895212143e-05,2.3536294781839526e-05,1.0581578352865781,0.9096584538758467,0.9225236014612774,0.0,0.0001589994170256187,0.0001589994170256187,0.0,0.00018814176847247965,0.00018814176847247965,0
224,DPSM,1.731918386650577e-05,1.6351241643465244e-05,2.1477196743902123e-05,2.3592123143636808e-05,1.0591968637089626,0.9103545540662746,0.9227294825761789,0.0,0.00016629542055083315,0.00016629542055083315,0.0,0.00018227643756086757,0.00018227643756086757,0
225,DPSM,1.7334671562043734e-05,1.6375776776399867e-05,2.1497811905469618e-05,2.3598443383166184e-05,1.0585556825020837,0.9109843202965227,0.9231790154438001,0.0,0.00015705580141518434,0.00015705580141518434,0.0,0.0001875387218481102,0.0001875387218481102,0
226,DPSM,1.7213162061661867e-05,1.61771493991238e-05,2.135314559491589e-05,2.3364450876457503e-05,1.0640417317648176,0.9139160046098818,0.9220895898625925,0.0,0.00015669507764843582,0.00015669507764843582,0.0,0.00018351125766385575,0.00018351125766385575,0
228,DPSM,1.7280038712547633e-05,1.635881543090294e-05,2.145684441523821e-05,2.3585138895508646e-05,1.05631356900723,0.9097612064232646,0.9235340938224064,0.0,0.00016069970376723442,0.00016069970376723442,0.0,0.0001846827271656315,0.0001846827271656315,0
229,DPSM,1.7228511807205105e-05,1.6380601996420594e-05,2.1316992697241815e-05,2.3618935071442788e-05,1.0517630433222047,0.9025382657076606,0.9234222557720322,0.0,0.00015761681339930897,0.00015761681339930897,0.0,0.00018394750663842244,0.00018394750663842244,0
231,DPSM,1.7256452276745442e-05,1.627251113534955e-05,2.142652654426837e-05,2.351295326742966e-05,1.0604664598605453,0.9112647952202829,0.9221774224522974,0.0,0.00015658131258915658,0.00015658131258915658,0.0,0.0001857164832552541,0.0001857164832552541,0
232,DPSM,1.7198354853018213e-05,1.6196868221848764e-05,2.1343072428411225e-05,2.3345855420130253e-05,1.0618321157801662,0.9142124820154544,0.9230485165221679,0.0,0.00016127848201456004,0.00016127848201456004,0.0,0.0001824268306611653,0.0001824268306611653,0
233,DPSM,1.7238316718798127e-05,1.62989618311819e-05,2.136780936104803e-05,2.3485500453066496e-05,1.0576328049200734,0.9098298502835626,0.922700873928959,0.0,0.0001616394681167504,0.0001616394681167504,0.0,0.00018419795109454065,0.00018419795109454065,0
234,DPSM,1.7317889908454554e-05,1.646006346747877e-05,2.1500451322920955e-05,2.3764820538839906e-05,1.0521156217089107,0.9047175966585487,0.9230500582720881,0.0,0.00015807768127474556,0.00015807768127474556,0.0,0.00018798834118060462,0.00018798834118060462,0
236,DPSM,1.7318922960235693e-05,1.6517497734487684e-05,2.14917024210607e-05,2.3860326317718884e-05,1.0485197721005086,0.9007296101018022,0.9232630526158765,0.0,0.0001663733030326039,0.0001663733030326039,0.0,0.00018455393526421856,0.00018455393526421856,0
237,DPSM,1.7237982222011717e-05,1.6351396355178103e-05,2.1371523555760783e-05,2.3590042839074257e-05,1.0542208046074826,0.9059552668705313,0.9225690372531044,0.0,0.00016038202065192842,0.00016038202065192842,0.0,0.00019611260278826017,0.00019611260278826017,0
238,DPSM,1.72290414019263e-05,1.6292166256075522e-05,2.132135202600627e-05,2.3523959347694585e-05,1.0575046394153638,0.9063674915802736,0.9228467221610834,0.0,0.0001620424800739549,0.0001620424800739549,0.0,0.00018262162670970643,0.00018262162670970643,0
240,DPSM,1.7358045469773555e-05,1.638617602005901e-05,2.157735834280538e-05,2.3648179263679734e-05,1.0593103264925774,0.9124321201313438,0.9236259456420182,0.0,0.0001576448096472497,0.0001576448096472497,0.0,0.0001884378077263974,0.0001884378077263974,0
243,DPSM,1.738566564785284e-05,1.6540505215639432e-05,2.1639076101736e-05,2.3883345465509957e-05,1.0510964097646962,0.9060320352935934,0.9239237980024849,0.0,0.00015946028490105527,0.00015946028490105527,0.0,0.00018784098227188416,0.00018784098227188416,0
245,DPSM,1.7277558188283187e-05,1.6444891767829052e-05,2.1460040015913405e-05,2.3716920866113182e-05,1.0506337428187318,0.9048408997550599,0.9237525616443115,0.0,0.0001606731070029074,0.0001606731070029074,0.0,0.00018483312026592924,0.00018483312026592924,0
246,DPSM,1.7267659990078826e-05,1.6377143392121482e-05,2.136740789573191e-05,2.359604933885705e-05,1.0543755755589062,0.9055502295693584,0.9227105537526805,0.0,0.00016380048462011045,0.00016380048462011045,0.0,0.00018379266866987157,0.00018379266866987157,0
248,DPSM,1.7236073482889535e-05,1.629830105216117e-05,2.1358557482655767e-05,2.3507165528333045e-05,1.0575380481515904,0.9085977404171688,0.9226843831904278,0.0,0.00016222549215367111,0.00016222549215367111,0.0,0.000183081630807212,0.000183081630807212,0
250,DPSM,1.73366762138523e-05,1.6437279379948794e-05,2.1533200388420987e-05,2.3754900003790586e-05,1.0547168915922087,0.9064740489324273,0.9237696491342028,0.0,0.00015853854915018212,0.00015853854915018212,0.0,0.0001855349859939083,0.0001855349859939083,0
251,DPSM,1.7311058025268798e-05,1.6438906675545316e-05,2.1519459596189802e-05,2.368515292852153e-05,1.0530540970234294,0.9085632531540968,0.9240154079435878,0.0,0.00016085171202340632,0.00016085171202340632,0.0,0.00018982835757062685,0.00018982835757062685,0
252,DPSM,1.7291338955803818e-05,1.6356657387367047e-05,2.1458388566708354e-05,2.3602400565042448e-05,1.0571438006128726,0.9091612739803427,0.9229837527800133,0.0,0.0001611695859419924,0.0001611695859419924,0.0,0.00018735394194654138,0.00018735394194654138,0
254,DPSM,1.726062137360034e-05,1.63989192256398e-05,2.1436550964783772e-05,2.3684370555669657e-05,1.052546276745681,0.9050927029872958,0.9225815331738759,0.0,0.00016322415615354504,0.00016322415615354504,0.0,0.00018172381034894402,0.00018172381034894402,0
255,DPSM,1.724791134917355e-05,1.6322392099744614e-05,2.131667583847378e-05,2.351518280096492e-05,1.0567024271793726,0.9065069159317389,0.9230217199339208,0.0,0.00016176462427823816,0.00016176462427823816,0.0,0.0001832349655063764,0.0001832349655063764,0
257,DPSM,1.72781478235146e-05,1.631584623162256e-05,2.1423587997440527e-05,2.358511834515297e-05,1.0589795698139737,0.9083519397240309,0.9216686134626887,0.0,0.00015882017506820242,0.00015882017506820242,0.0,0.0001876636178836431,0.0001876636178836431,0
258,DPSM,1.723846217891666e-05,1.6299374122108724e-05,2.1354638535173998e-05,2.3507294167023304e-05,1.0576149764876028,0.9084260563315232,0.9234080096546444,0.0,0.00016210935029150478,0.00016210935029150478,0.0,0.00018317879616265405,0.00018317879616265405,0
260,DPSM,1.7218907507063685e-05,1.6246603693528354e-05,2.1315430685053005e-05,2.3420073646894406e-05,1.0598465889780173,0.9101350835367469,0.9228265808202817,0.0,0.00015728569261817775,0.00015728569261817775,0.0,0.00018317331679566814,0.00018317331679566814,0
262,DPSM,1.729079619987806e-05,1.6538737878181546e-05,2.1443629181783345e-05,2.385523492190915e-05,1.0454725340733924,0.8989066446832207,0.9237121987929791,0.0,0.00016127848201456004,0.00016127848201456004,0.0,0.0001895216881722898,0.0001895216881722898,0
264,DPSM,1.725309644556149e-05,1.6428345384743818e-05,2.13747987632338e-05,2.371590862144743e-05,1.0502029292361712,0.9012852555817131,0.9239084829980064,0.0,0.00016821781856336232,0.00016821781856336232,0.0,0.00018559661286458138,0.00018559661286458138,0
265,DPSM,1.721541370120609e-05,1.6386741355796178e-05,2.1325281784781174e-05,2.365378615349538e-05,1.0505696848090424,0.9015589151942123,0.9230613711382121,0.0,0.00015476982831630028,0.00015476982831630028,0.0,0.00018738406017948907,0.00018738406017948907,0
268,DPSM,1.732913685117541e-05,1.639047711050102e-05,2.1530807038060666e-05,2.3621994587260423e-05,1.0572686038573589,0.9114728630778896,0.9242395138680021,0.0,0.000160842888527365,0.000160842888527365,0.0,0.00018906168407478426,0.00018906168407478426,0
269,DPSM,1.718086969794971e-05,1.6234990355344445e-05,2.125243823974117e-05,2.344323969779014e-05,1.0582617742235916,0.9065486901003924,0.9218522499780235,0.0,0.00015961240404743717,0.00015961240404743717,0.0,0.00018632389611953948,0.00018632389611953948,0
270,DPSM,1.7249430879136705e-05,1.6342876746342665e-05,2.1412052708952757e-05,2.3583056186630792e-05,1.0554709031258476,0.9079422335893524,0.9234994400979921,0.0,0.00015581828268746684,0.00015581828268746684,0.0,0.0001866979634778418,0.0001866979634778418,0
271,DPSM,1.7367781349790294e-05,1.6452448344139325e-05,2.157492174914589e-05,2.3748154265650435e-05,1.0556350633355447,0.908488361150326,0.9233348822458264,0.0,0.0001656670578586567,0.0001656670578586567,0.0,0.0001855349859939083,0.0001855349859939083,0
273,DPSM,1.717061984003595e-05,1.6263673843995576e-05,2.124840748245448e-05,2.3456006796591217e-05,1.0557651367544616,0.9058834125825048,0.9215068075406697,0.0,0.00015506111767013846,0.00015506111767013846,0.0,0.00018040162069275705,0.00018040162069275705,0
274,DPSM,1.7262209751144417e-05,1.6276543076943704e-05,2.1402561068590997e-05,2.3517247821878296e-05,1.060557494889498,0.910079326913416,0.92251230355642,0.0,0.00015808227154388027,0.00015808227154388027,0.0,0.00018112799457731217,0.00018112799457731217,0
278,DPSM,1.7236072037249198e-05,1.623933930396563e-05,2.1371983975695807e-05,2.3409257790891087e-05,1.0613776653487477,0.9129714477326138,0.9218085370549185,0.0,0.00016007774633329332,0.00016007774633329332,0.0,0.00018470288920712755,0.00018470288920712755,0
279,DPSM,1.7220118891194027e-05,1.6336703345157297e-05,2.132903342915406e-05,2.357041697259852e-05,1.0540755088326068,0.9049069201427302,0.9224164777832761,0.0,0.00015761681339930897,0.00015761681339930897,0.0,0.0001854127768231114,0.0001854127768231114,0
280,DPSM,1.732594538174246e-05,1.632935981267984e-05,2.1478747551703394e-05,2.3534431952300072e-05,1.0610302902560067,0.9126520493563146,0.9237262730940716,0.0,0.0001614737731908475,0.0001614737731908475,0.0,0.00018495721717489737,0.00018495721717489737,0
281,DPSM,1.7245358868203527e-05,1.623644183559185e-05,2.1380345094809586e-05,2.342236204331904e-05,1.062139047632963,0.9128176336471617,0.9233349008630622,0.0,0.00015823867754321757,0.00015823867754321757,0.0,0.00018693862367009768,0.00018693862367009768,0
282,DPSM,1.7078730847001687e-05,1.6068141971256565e-05,2.1062317921408806e-05,2.319325934627937e-05,1.0628939473868795,0.908122381893151,0.9201226390776859,0.0,0.00015715594552387238,0.00015715594552387238,0.0,0.00017987014795610364,0.00017987014795610364,0
284,DPSM,1.7323597904097357e-05,1.6421131779058095e-05,2.147742776007e-05,2.3684018606858468e-05,1.05495760811019,0.9068320759489069,0.9230794139389498,0.0,0.00015747814126846935,0.00015747814126846935,0.0,0.0001892119975691517,0.0001892119975691517,0
286,DPSM,1.7342492301887455e-05,1.6418320876548488e-05,2.158068732540407e-05,2.370389956715601e-05,1.0562890342007525,0.9104277236858592,0.9237760834661324,0.0,0.00016612719604937708,0.00016612719604937708,0.0,0.0001870683329855893,0.0001870683329855893,0
288,DPSM,1.7196433541707718e-05,1.6177040738856137e-05,2.1285289086824195e-05,2.335475142264977e-05,1.0630147886320809,0.9113900936741043,0.921770844525941,0.0,0.0001605833440540448,0.0001605833440540448,0.0,0.0001826794189338272,0.0001826794189338272,0
290,DPSM,1.726791443792845e-05,1.6422817227925803e-05,2.137944640973478e-05,2.3731726696394937e-05,1.0514587234500559,0.90088035663172,0.9228104176925226,0.0,0.0001645298315308576,0.0001645298315308576,0.0,0.00018456671622317112,0.00018456671622317112,0
291,DPSM,1.7192685722993156e-05,1.620180340922771e-05,2.1282367828052183e-05,2.3364750106746765e-05,1.061158766634651,0.9108750459910429,0.922548568672146,0.0,0.000160842888527365,0.000160842888527365,0.0,0.00018277496140887086,0.00018277496140887086,0
293,DPSM,1.7243662582597875e-05,1.6263558631203043e-05,2.1401700456891454e-05,2.345423211137576e-05,1.060263806564107,0.9124877913402764,0.9230355295292029,0.0,0.00015839081855116154,0.00015839081855116154,0.0,0.00018146459320525645,0.00018146459320525645,0
294,DPSM,1.7253684844050348e-05,1.6313944397738656e-05,2.1381030021998936e-05,2.354453640714504e-05,1.0576035092066363,0.9081100452464399,0.9226166753778481,0.0,0.00015382624164766987,0.00015382624164766987,0.0,0.0001826325136868711,0.0001826325136868711,0
295,DPSM,1.7170139194161036e-05,1.6224074211667416e-05,2.124324067256069e-05,2.3403114760561195e-05,1.0583124171000935,0.9077099732194489,0.9223715442040984,0.0,0.00015647076419441245,0.00015647076419441245,0.0,0.00018152447205937886,0.00018152447205937886,0
298,DPSM,1.7276117961473924e-05,1.6310811506051313e-05,2.1446085103560007e-05,2.350559323345041e-05,1.0591820005439019,0.912382210079278,0.9235635562502408,0.0,0.00015946028490105527,0.00015946028490105527,0.0,0.00018070532712489973,0.00018070532712489973,0
299,DPSM,1.7268776256027974e-05,1.636113612429324e-05,2.1436723238673434e-05,2.3620955264896584e-05,1.0554753731549888,0.9075299029303372,0.9237859078989282,0.0,0.0001568137770690143,0.0001568137770690143,0.0,0.00018231495731136531,0.00018231495731136531,0
301,DPSM,1.7171267428802497e-05,1.6241097789419316e-05,2.1246493629372488e-05,2.345388287425265e-05,1.05727258412231,0.9058838463245076,0.9224608933358588,0.0,0.0001578804107186829,0.0001578804107186829,0.0,0.00018738406017948907,0.00018738406017948907,0
302,DPSM,1.7256791436643647e-05,1.6280615546949024e-05,2.1405813632195464e-05,2.353190521665013e-05,1.0599593969208099,0.9096506821321744,0.9228472524009976,0.0,0.00016321189312314726,0.00016321189312314726,0.0,0.00018246829201053384,0.00018246829201053384,0
303,DPSM,1.722839830113423e-05,1.6371438431212176e-05,2.1280692551688397e-05,2.3594304668260392e-05,1.0523448121875632,0.9019419241591671,0.9228398832327824,0.0,0.0001590755303576527,0.0001590755303576527,0.0,0.00018378036856384094,0.00018378036856384094,0
304,DPSM,1.7297849594537816e-05,1.64544276538151e-05,2.146032562022991e-05,2.3727682486817106e-05,1.0512580539698786,0.9044425485781463,0.9232576322775986,0.0,0.00016821781856336232,0.00016821781856336232,0.0,0.0001840460978784652,0.0001840460978784652,0
305,DPSM,1.7231980219663425e-05,1.6334954052157578e-05,2.1335595817686958e-05,2.3554584211319853e-05,1.0549145203985049,0.9057937778172924,0.9222979325432588,0.0,0.00015553099984489646,0.00015553099984489646,0.0,0.0001870831621998962,0.0001870831621998962,0
306,DPSM,1.735857821616038e-05,1.6413720655302696e-05,2.1589530309360708e-05,2.3680444460476443e-05,1.0575651054809705,0.9117029177976136,0.9242661450498725,0.0,0.00015669507764843582,0.00015669507764843582,0.0,0.00018453233406532965,0.00018453233406532965,0
307,DPSM,1.7295249596570733e-05,1.638878183689724e-05,2.147432211022194e-05,2.3633366528843154e-05,1.0553102584862468,0.908644229082377,0.9235653288576279,0.0,0.00015300813464494322,0.00015300813464494322,0.0,0.00018423154786473825,0.00018423154786473825,0
308,DPSM,1.7175213939121048e-05,1.627745826887591e-05,2.123768200121445e-05,2.3446578821919952e-05,1.0551533080543498,0.9057902290358699,0.9221799576987454,0.0,0.00015381150120598265,0.00015381150120598265,0.0,0.0001816164464213278,0.0001816164464213278,0
309,DPSM,1.7301107825771592e-05,1.637916818300053e-05,2.1463083817130866e-05,2.3634643464335764e-05,1.0562873298857702,0.9081196358861203,0.9235790190763713,0.0,0.0001610084309049985,0.0001610084309049985,0.0,0.00018515685760197813,0.00018515685760197813,0
311,DPSM,1.7222718531923856e-05,1.6237024130927488e-05,2.132818963267837e-05,2.3416970312947636e-05,1.0607065921099954,0.9108005582125053,0.9221090593293693,0.0,0.00015995440069111684,0.00015995440069111684,0.0,0.00018359053823025528,0.00018359053823025528,0
312,DPSM,1.7262189267088095e-05,1.6300591897436845e-05,2.140227293157492e-05,2.3493664577010234e-05,1.0589915615151653,0.9109806118760267,0.9232652207008312,0.0,0.00016333514233425784,0.00016333514233425784,0.0,0.00018323889812084615,0.00018323889812084615,0
314,DPSM,1.7184592751510988e-05,1.6251127470149644e-05,2.1244811125513895e-05,2.348646549630071e-05,1.0574400319655328,0.9045554823419517,0.921553362004752,0.0,0.00015775103490403032,0.00015775103490403032,0.0,0.00018434980431060788,0.00018434980431060788,0
