resid,lipid_type,mean_heads,mean_tails,std_heads,std_tails,ratio_heads_tails,ratio_std_heads_tails,corr_heads_tails,min_heads,max_heads,range_heads,min_tails,max_tails,range_tails,target
74,DPSM,1.725462424279131e-05,1.6259291421983927e-05,2.142195993717673e-05,2.3457050548744453e-05,1.0612162482961347,0.9132418371466292,0.9226025351010307,0.0,0.00015976019162220904,0.00015976019162220904,0.0,0.00018185495321385977,0.00018185495321385977,0
75,DPSM,1.725384772078428e-05,1.6349505471175454e-05,2.13771001723103e-05,2.3553748642713875e-05,1.05531312559901,0.9075880233154776,0.9222065711655166,0.0,0.00015635500804647254,0.00015635500804647254,0.0,0.000189209107224895,0.000189209107224895,0
76,DPSM,1.73061472328103e-05,1.6448350656405933e-05,2.148004280903044e-05,2.3745764511548117e-05,1.0521509173973194,0.9045841753624819,0.9234533638807731,0.0,0.00015673879614832323,0.00015673879614832323,0.0,0.00018292829610804347,0.00018292829610804347,0
77,DPSM,1.7334104201611295e-05,1.64080606248034e-05,2.157332365415641e-05,2.3699676297873458e-05,1.0564383322309299,0.9102792537336115,0.922962332446959,0.0,0.0001650193480334383,0.0001650193480334383,0.0,0.00018450165752668333,0.00018450165752668333,0
79,DPSM,1.731887090008534e-05,1.635401667135676e-05,2.1526213774059598e-05,2.3553140951328537e-05,1.0589979971353751,0.9139423832491179,0.9232506478127893,0.0,0.0001593301673340443,0.0001593301673340443,0.0,0.00018147009914160463,0.00018147009914160463,0
80,DPSM,1.7235522392922563e-05,1.6266517083612984e-05,2.139707747608794e-05,2.3462810602447053e-05,1.059570546314783,0.9119571324441553,0.9235926079862369,0.0,0.00016158602238360573,0.00016158602238360573,0.0,0.000187221667684762,0.000187221667684762,0
81,DPSM,1.719205919267904e-05,1.620783826797411e-05,2.1285375289019652e-05,2.3374978124010274e-05,1.0607249966610106,0.9106051426484876,0.9226656352083373,0.0,0.00016729503878347706,0.00016729503878347706,0.0,0.00017827567566775822,0.00017827567566775822,0
83,DPSM,1.716737491073529e-05,1.6210293202068075e-05,2.1216435037226815e-05,2.3390440766902182e-05,1.0590416037968464,0.9070558032086502,0.9216282696087905,0.0,0.00015416968297782055,0.00015416968297782055,0.0,0.00018596040022958362,0.00018596040022958362,0
87,DPSM,1.7325861983371892e-05,1.6355011456521894e-05,2.149943903457677e-05,2.3608029636608412e-05,1.059361042297702,0.9106833295921527,0.9233210412769155,0.0,0.00016038202065192842,0.00016038202065192842,0.0,0.00018534104835538017,0.00018534104835538017,0
88,DPSM,1.728667696301942e-05,1.635245794370837e-05,2.1495093616612705e-05,2.3588655402404337e-05,1.0571301893896932,0.9112470910241777,0.9240774563588778,0.0,0.0001639039982579572,0.0001639039982579572,0.0,0.0001823149573113694,0.0001823149573113694,0
89,DPSM,1.7320116938210292e-05,1.6444072013560307e-05,2.1538809602764955e-05,2.372604763425273e-05,1.053274208719566,0.9078127943935292,0.9236526752536346,0.0,0.0001651965114776719,0.0001651965114776719,0.0,0.00018354163490471345,0.00018354163490471345,0
92,DPSM,1.7275839668226892e-05,1.6423390291293108e-05,2.1451004536666824e-05,2.3714051589781065e-05,1.0519045922805423,0.9045693628291911,0.9231936807777792,0.0,0.00016095134058681558,0.00016095134058681558,0.0,0.00018898716618293915,0.00018898716618293915,0
95,DPSM,1.7349719306913182e-05,1.6487372208960674e-05,2.1574421593608234e-05,2.3795702641260674e-05,1.0523034894234895,0.9066520085101064,0.9247895212499592,0.0,0.00017543404176642902,0.00017543404176642902,0.0,0.00018899277656425438,0.00018899277656425438,0
96,DPSM,1.7142848377045613e-05,1.6019221340407747e-05,2.1250518557353268e-05,2.3140905843999686e-05,1.070142425325229,0.9183097109771705,0.9221169792099656,0.0,0.0001630491146410244,0.0001630491146410244,0.0,0.0001824268306611653,0.0001824268306611653,0
98,DPSM,1.7325601045710284e-05,1.651297077144221e-05,2.1490036583885446e-05,2.3877220878053378e-05,1.0492116340248994,0.9000225232928134,0.9236959609756629,0.0,0.00016021664931255823,0.00016021664931255823,0.0,0.00018676166358725646,0.00018676166358725646,0
101,DPSM,1.7219016449320217e-05,1.6343755381215358e-05,2.133341760110547e-05,2.3570578860499566e-05,1.0535532408366095,0.9050867069224502,0.9232550618187555,0.0,0.0001596961432581661,0.0001596961432581661,0.0,0.00019012022652132308,0.00019012022652132308,0
102,DPSM,1.732176796650276e-05,1.6430960372123098e-05,2.1494844598847008e-05,2.370094355910677e-05,1.0542151873174141,0.9069193614693835,0.923640580718315,0.0,0.0001549474956209138,0.0001549474956209138,0.0,0.0001837423914463266,0.0001837423914463266,0
105,DPSM,1.71905633892438e-05,1.628299213441783e-05,2.1340844142883197e-05,2.350356400736269e-05,1.0557373759892452,0.9079833227079093,0.9233485857761868,0.0,0.00016176462427823816,0.00016176462427823816,0.0,0.00018630165948975089,0.00018630165948975089,0
106,DPSM,1.7292582309775357e-05,1.6210844145747432e-05,2.1487010471481043e-05,2.3374883236400606e-05,1.0667292927069252,0.919234986295903,0.9236330225745483,0.0,0.000168918022065878,0.000168918022065878,0.0,0.0001800149368238416,0.0001800149368238416,0
108,DPSM,1.7255864786072362e-05,1.64132095911559e-05,2.1368797061985617e-05,2.368559700983547e-05,1.0513400618103677,0.9021852838715528,0.9224430849631406,0.0,0.00015914706176158814,0.00015914706176158814,0.0,0.0001844049813213096,0.0001844049813213096,0
109,DPSM,1.730078699487279e-05,1.6389701115644435e-05,2.1486290267421685e-05,2.364763668568348e-05,1.0555889258016242,0.9086020118208982,0.9231027522985411,0.0,0.00017761546205852225,0.00017761546205852225,0.0,0.0001850007970929455,0.0001850007970929455,0
110,DPSM,1.7138197153240918e-05,1.6216257597719606e-05,2.1181826436600902e-05,2.3383918001048675e-05,1.0568527941768118,0.9058288023269232,0.921327487140746,0.0,0.00015702144548011054,0.00015702144548011054,0.0,0.00018395811949258267,0.00018395811949258267,0
111,DPSM,1.7099088581277296e-05,1.6050429903259137e-05,2.1096160802964202e-05,2.315367962660072e-05,1.0653352392639166,0.9111364216479577,0.9208344184889194,0.0,0.00015658131258915658,0.00015658131258915658,0.0,0.00018207200606954182,0.00018207200606954182,0
113,DPSM,1.7337627228452526e-05,1.6472946265509283e-05,2.1577785250524605e-05,2.3789499937436273e-05,1.0524909721070175,0.9070297949629782,0.9239036693958449,0.0,0.00015899941702561516,0.00015899941702561516,0.0,0.00018769058917158642,0.00018769058917158642,0
114,DPSM,1.7164366369130414e-05,1.6200561685126274e-05,2.1233335116414187e-05,2.3362553834610806e-05,1.0594920535927472,0.908861902116101,0.921206673177803,0.0,0.00015718662128017558,0.00015718662128017558,0.0,0.00017933864818025762,0.00017933864818025762,0
116,DPSM,1.73534576828179e-05,1.6404738016656164e-05,2.1578962711651364e-05,2.3654354745882705e-05,1.0578320522521283,0.9122617354594048,0.9242423261053412,0.0,0.00016818510870307698,0.00016818510870307698,0.0,0.00018544765892167242,0.00018544765892167242,0
117,DPSM,1.7314117328683584e-05,1.6547244253947762e-05,2.1497186904681003e-05,2.3839797960976633e-05,1.0463444585072144,0.9017352806374346,0.9243570956072685,0.0,0.00016230767210861097,0.00016230767210861097,0.0,0.0001838483043030546,0.0001838483043030546,0
118,DPSM,1.723062494448933e-05,1.634647086167931e-05,2.1342712278803213e-05,2.3591251739355163e-05,1.054088377258404,0.9046875729446389,0.922382104386551,0.0,0.00015416968297782055,0.00015416968297782055,0.0,0.00018574699898079333,0.00018574699898079333,0
119,DPSM,1.7295378543141355e-05,1.639780861430337e-05,2.1415776724960216e-05,2.369530566677894e-05,1.0547371877517255,0.9037982892529365,0.9228982309962888,0.0,0.00016774793638860434,0.00016774793638860434,0.0,0.00018919452017456386,0.00018919452017456386,0
122,DPSM,1.745027480687402e-05,1.6536670767518632e-05,2.1739531617921437e-05,2.383066938894915e-05,1.0552471565890935,0.9122501455205692,0.9252058657456815,0.0,0.00016095134058681558,0.00016095134058681558,0.0,0.00018799428149632425,0.00018799428149632425,0
126,DPSM,1.7254440658885278e-05,1.6333671320469342e-05,2.1407345557773067e-05,2.3588130382432456e-05,1.0563724664437215,0.9075473643183033,0.9234265779911921,0.0,0.00015930373393185988,0.00015930373393185988,0.0,0.0001864846757043072,0.0001864846757043072,0
128,DPSM,1.7241755036301733e-05,1.6308098548774932e-05,2.1395710632192733e-05,2.3548955419239213e-05,1.0572510942789795,0.9085630445719344,0.9227690075111645,0.0,0.00015473915702836818,0.00015473915702836818,0.0,0.00018369496960388607,0.00018369496960388607,0
129,DPSM,1.7254427821630167e-05,1.62734263056838e-05,2.1463810966488472e-05,2.3540488026438212e-05,1.0602824197878804,0.9117827524383763,0.9231769566712245,0.0,0.00017009734726239432,0.00017009734726239432,0.0,0.00018701069038484403,0.00018701069038484403,0
131,DPSM,1.726365784715061e-05,1.623662418536146e-05,2.1409074480074876e-05,2.3415055098205707e-05,1.0632541376867675,0.9143294512988548,0.9227783885408463,0.0,0.00015882017506820242,0.00015882017506820242,0.0,0.00018410234460696922,0.00018410234460696922,0
132,DPSM,1.7262966497885517e-05,1.6214867548980155e-05,2.1395356097035588e-05,2.3376390391437443e-05,1.0646381443289237,0.915254910564486,0.922583831634082,0.0,0.0001552601392787726,0.0001552601392787726,0.0,0.00018222385928561317,0.00018222385928561317,0
133,DPSM,1.7202236156627855e-05,1.639998883999252e-05,2.1297447922869266e-05,2.3665257434203e-05,1.0489175525948529,0.8999457530552116,0.9230506068519229,0.0,0.00016054308861914593,0.00016054308861914593,0.0,0.00018859264569494826,0.00018859264569494826,0
134,DPSM,1.730234066862479e-05,1.6511216878554258e-05,2.1481969430938533e-05,2.3825873898713376e-05,1.0479143236921618,0.9016235678179504,0.9245012452638266,0.0,0.00015635500804647254,0.00015635500804647254,0.0,0.0001887550146764472,0.0001887550146764472,0
135,DPSM,1.7337081134715066e-05,1.63212892526724e-05,2.1531708337105633e-05,2.350082127250615e-05,1.0622372329977758,0.9162108884380052,0.9235334498752638,0.0,0.0001590755303576527,0.0001590755303576527,0.0,0.00018996837330525172,0.00018996837330525172,0
136,DPSM,1.7231357628998408e-05,1.6226104650507586e-05,2.1322373247321898e-05,2.3408515799082777e-05,1.0619528223281474,0.9108810413412618,0.9220021577139702,0.0,0.00016021664931255465,0.00016021664931255465,0.0,0.0001849779654893566,0.0001849779654893566,0
139,DPSM,1.7254372260960814e-05,1.6414595449582578e-05,2.1369674270543847e-05,2.3658353563440206e-05,1.05116037211868,0.9032612609005426,0.9239802533100269,0.0,0.00015588966576061996,0.00015588966576061996,0.0,0.00019153456709741461,0.00019153456709741461,0
141,DPSM,1.7261270111567095e-05,1.6514687702715783e-05,2.1433790331550783e-05,2.3843340979749853e-05,1.0452071769258187,0.8989424070122765,0.9231808209685275,0.0,0.0001672808876885443,0.0001672808876885443,0.0,0.00018544765892167242,0.00018544765892167242,0
142,DPSM,1.7248643411173513e-05,1.6307378014410428e-05,2.142382879891534e-05,2.3544399096406795e-05,1.0577202169429882,0.9099331314930401,0.9232771259408558,0.0,0.00016193911547670372,0.00016193911547670372,0.0,0.0001815748564060391,0.0001815748564060391,0
143,DPSM,1.730212694159967e-05,1.6387405917904213e-05,2.1519791297011177e-05,2.3658993452548266e-05,1.05581853700811,0.909581861129148,0.923489604218991,0.0,0.00015835029289344442,0.00015835029289344442,0.0,0.00018231495731136531,0.00018231495731136531,0
145,DPSM,1.7251519177411906e-05,1.6373930823904338e-05,2.140073526620075e-05,2.364772746353734e-05,1.0535966813922515,0.9049806286544341,0.9230960989073653,0.0,0.00016314722790454787,0.00016314722790454787,0.0,0.00019012555907884306,0.00019012555907884306,0
147,DPSM,1.723004172998012e-05,1.63450436149163e-05,2.1360264238803224e-05,2.3585907287614594e-05,1.0541447386690472,0.9056367422431064,0.9227948722809607,0.0,0.00015552601449961956,0.00015552601449961956,0.0,0.00018317879616265405,0.00018317879616265405,0
148,DPSM,1.7284648039788673e-05,1.6509942535491062e-05,2.1461811227319457e-05,2.3834747895353893e-05,1.0469235736364462,0.9004421327025242,0.9244440701502529,0.0,0.00015889483900799502,0.00015889483900799502,0.0,0.0001919424651141792,0.0001919424651141792,0
150,DPSM,1.7199644674975776e-05,1.6317554311794392e-05,2.130333988631635e-05,2.357028012405107e-05,1.0540577556125432,0.9038220918120723,0.9227362050905838,0.0,0.0001611695859419924,0.0001611695859419924,0.0,0.0001888452412195516,0.0001888452412195516,0
151,DPSM,1.717409792649488e-05,1.6232935205592803e-05,2.1211793725191445e-05,2.340583783390997e-05,1.0579785916091018,0.9062608173102937,0.9218519989881088,0.0,0.00015992115277648828,0.00015992115277648828,0.0,0.00018763614419883598,0.00018763614419883598,0
154,DPSM,1.732766693463611e-05,1.638991903052898e-05,2.1583660324177156e-05,2.365872906325981e-05,1.0572149198760785,0.9122916225324599,0.9244010345807909,0.0,0.00015741052854392843,0.00015741052854392843,0.0,0.00018905715960060085,0.00018905715960060085,0
156,DPSM,1.718094522781722e-05,1.6250591322405973e-05,2.1311657128308114e-05,2.3414124496033867e-05,1.0572504647340737,0.9102051683341015,0.9228550559302565,0.0,0.00016004711957228292,0.00016004711957228292,0.0,0.00018338830020554493,0.00018338830020554493,0
157,DPSM,1.729048491343843e-05,1.6352264771212766e-05,2.1457662300597152e-05,2.358993431136186e-05,1.0573755473845645,0.909610939029291,0.9231513443520085,0.0,0.00015793436086080885,0.00015793436086080885,0.0,0.00018657975210378293,0.00018657975210378293,0
158,DPSM,1.7238598399279414e-05,1.6339575953586348e-05,2.1330903528592904e-05,2.3544137836474365e-05,1.0550211613965257,0.9059963748405881,0.9225821140121618,0.0,0.00015682035033232514,0.00015682035033232514,0.0,0.00018379266866987157,0.00018379266866987157,0
159,DPSM,1.723311302330408e-05,1.6260091770681935e-05,2.1315314449742773e-05,2.3477614237324465e-05,1.0598410677101202,0.9078995094763892,0.9219987503042347,0.0,0.0001573344565286849,0.0001573344565286849,0.0,0.0001857164832552541,0.0001857164832552541,0
160,DPSM,1.7297499987588807e-05,1.6409658384421622e-05,2.1448418408718573e-05,2.364518029423363e-05,1.054104819391612,0.9070947288970014,0.9246204685842144,0.0,0.00015793436086081238,0.00015793436086081238,0.0,0.0001840016390022231,0.0001840016390022231,0
161,DPSM,1.7324855486461705e-05,1.6405701137889494e-05,2.1481611069137148e-05,2.362206388232517e-05,1.0560265203447718,0.9093875613980715,0.9237159379730664,0.0,0.00015775103490403032,0.00015775103490403032,0.0,0.00018412411018906282,0.00018412411018906282,0
162,DPSM,1.732493777712605e-05,1.6342625179980783e-05,2.1525291523798047e-05,2.3596359795214613e-05,1.0601073931713596,0.9122293315837393,0.9236983664526959,0.0,0.00016180068967546182,0.00016180068967546182,0.0,0.00018313497858204124,0.00018313497858204124,0
